# number of particles: 1540
# draw region: false
# simulator type: Naive
# columns: frame_rate update_time draw_time
16.9  0.709 0.209
18.1  0.815 0.183
18.1  0.815 0.183
18.2  0.814 0.184
18.2  0.816 0.182
20    0.891 0.107
18.2  0.816 0.182
19.6  0.879 0.12
19.6  0.878 0.121
19.6  0.878 0.121
18.3  0.814 0.184
18.2  0.815 0.183
