# number of particles: 1540
# draw region: false
# simulator type: BarnesHut
# columns: frame_rate update_time draw_time
24.6  0.68 0.296
22.2  0.77 0.227
23.8  0.751 0.246
24    0.749 0.249
21.3  0.781 0.217
24.9  0.742 0.256
21.6  0.777 0.221
23.6  0.758 0.24
24.6  0.745 0.252
21.2  0.786 0.212
25.2  0.743 0.255
22.8  0.768 0.23
23.5  0.756 0.242
24    0.754 0.244
22.1  0.773 0.225
