# number of particles: 1540
# draw region: false
# simulator type: Naive
# columns: frame_rate update_time draw_time
17.3  0.877 0.114
19.7  0.932 0.0672
19    0.934 0.0655
19.1  0.933 0.0668
19    0.934 0.0656
19    0.933 0.0657
19    0.934 0.0658
19.2  0.933 0.0664
19    0.933 0.0659
17.7  0.933 0.0661
17.8  0.933 0.0663
17.7  0.934 0.0656
