# number of particles: 1540
# draw region: false
# simulator type: BarnesHut
# columns: frame_rate update_time draw_time
23    0.855 0.135
25.3  0.904 0.0942
27.8  0.895 0.104
28.6  0.892 0.107
24.5  0.907 0.0921
29.4  0.889 0.11
25.2  0.905 0.0945
27.9  0.894 0.105
28.5  0.892 0.107
23.9  0.909 0.0898
30.7  0.884 0.115
25.9  0.903 0.0965
28.2  0.893 0.106
26.6  0.9 0.0994
26.6  0.9 0.0991
29.2  0.89 0.109
27.4  0.897 0.102
27.5  0.896 0.103
