# number of particles: 1540
# draw region: false
# simulator type: Naive
# columns: frame_rate update_time draw_time
14.1  0.804 0.175
14.8  0.859 0.139
14.8  0.86 0.139
14.8  0.859 0.139
14.8  0.86 0.138
14.8  0.859 0.138
15.8  0.919 0.0796
14.8  0.86 0.138
14.8  0.859 0.139
14.8  0.859 0.139
