# number of particles: 1540
# draw region: false
# simulator type: BarnesHut
# columns: frame_rate update_time draw_time
20    0.732 0.256
18.7  0.822 0.176
20.9  0.801 0.196
20.9  0.801 0.196
19    0.9 0.0976
23.6  0.876 0.123
19.7  0.897 0.102
22.7  0.88 0.119
23.2  0.877 0.12
19.1  0.9 0.0989
24.2  0.872 0.126
20.5  0.889 0.107
21.8  0.885 0.114
24.1  0.873 0.124
